title,type,text
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Come into the closet that I may tell thee the secret while no
THOUSAND NIGHTS AND A NIGHT ,Fantasy,one seeth me and then die. She entered with him and he locked
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the door and came down upon her with so sound a beating of back
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and shoulders, ribs, arms and legs, saying the while, Wilt thou"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,ever be asking questions about what concerneth thee not? that
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"she was well nigh senseless. Presently she cried out, I am of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the repentant! By Allah, I will ask thee no more questions, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,indeed I repent sincerely and wholesomely. Then she kissed his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,hand and feet and he led her out of the room submissive as a wife
THOUSAND NIGHTS AND A NIGHT ,Fantasy,should be. Her parents and all the company rejoiced and sadness
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and mourn ing were changed into joy and gladness. Thus the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,merchant learnt family discipline from his Cock and he and his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,wife lived together the happiest of lives until death. And thou
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"also, O my daughter! continued the Wazir, Unless thou turn from"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,this matter I will do by thee what that trader did to his wife.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"But she answered him with much decision, I will never desist, O"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"my father, nor shall this tale change my purpose. Leave such talk"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and tattle. I will not listen to thy words and, if thou deny me,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,I will marry myself to him despite the nose of thee. And first I
THOUSAND NIGHTS AND A NIGHT ,Fantasy,will go up to the King myself and alone and I will say to him:--I
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"prayed my father to wive me with thee, but he refused being"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"resolved to disappoint his lord, grudging the like of me to the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"like of thee. Her father asked, Must this needs be? and she"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"answered, Even so. Hereupon the Wazir being weary of lamenting"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and contending, persuading and dissuading her, all to no purpose,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,went up to King Shahryar and after blessing him and kissing the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"ground before him, told him all about his dispute with his"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,daughter from first to last and how he designed to bring her to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,him that night. The King wondered with exceeding wonder; for he
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"had made an especial exception of the Wazir's daughter, and said"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"to him, O most faithful of Counsellors, how is this? Thou"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,wottest that I have sworn by the Raiser of the Heavens that after
THOUSAND NIGHTS AND A NIGHT ,Fantasy,I have gone in to her this night I shall say to thee on the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"morrow's morning:--Take her and slay her! and, if thou slay her"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"not, I will slay thee in her stead without fail. Allah guide"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"thee to glory and lengthen thy life, O King of the age, answered"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the Wazir, it is she that hath so determined: all this have I"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,told her and more; but she will not hearken to me and she
THOUSAND NIGHTS AND A NIGHT ,Fantasy,persisteth in passing this coming night with the King's Majesty.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"So Shahryar rejoiced greatly and said, 'Tis well; go get her"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,ready and this night bring her to me. The Wazir returned to his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"daughter and reported to her the command saying, Allah make not"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,thy father desolate by thy loss! But Shah razed rejoiced with
THOUSAND NIGHTS AND A NIGHT ,Fantasy,exceeding joy and get ready all she required and said to her
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"younger sister, Dunyazad, Note well what directions I entrust to"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,thee! When I have gone in to the King I will send for thee and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,when thou comest to me and seest that he hath had his carnal will
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"of me, do thou say to me:--O my sister, an thou be not sleepy,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"relate to me some new story, delectable and delightsome, the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,better to speed our waking hours; and I will tell thee a tale
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"which shall be our deliverance, if so Allah please, and which"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,shall turn the King from his blood thirsty custom. Dunyazad
THOUSAND NIGHTS AND A NIGHT ,Fantasy,answered With love and gladness. So when it was night their
THOUSAND NIGHTS AND A NIGHT ,Fantasy,father the Wazir carried Shahrazad to the King who was gladdened
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"at the sight and asked, Hast thou brought me my need? and he"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"answered, I have. But when the King took her to his bed and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,fell to toying with her and wished to go in to her she wept;
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"which made him ask, What aileth thee? She replied, O King of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the age, I have a younger sister and fief would I take leave of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,her this night before I see the dawn. So he sent at once for
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Dunyazad and she came and kissed the ground between his hands,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,when he permitted her to take her seat near the foot of the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,couch. Then the King arose and did away with his bride's
THOUSAND NIGHTS AND A NIGHT ,Fantasy,maidenhead and the three fell asleep. But when it was midnight
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Shahrazad awoke and signalled to her sister Dunyazad who sat up
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and said, Allah upon thee, O my sister, recite to us some new"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"story, delightsome and delectable, wherewith to while away the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,waking hours of our latter night.[FN#39] With joy and goodly
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"gree, answered Shahrazad, if this pious and auspicious King"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"permit me. Tell on, quoth the King who chanced to be sleepless"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and restless and therefore was pleased with the prospect of
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"hearing her story. So Shahrazad rejoiced; and thus, on the first"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"night of the Thousand Nights and a Night, she began with the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,               TALE OF THE TRADER AND THE JINNI.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"It is related, O auspicious King, that there was a merchant of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the merchants who had much wealth, and business in various"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,cities. Now on a day he mounted horse and went forth to re cover
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"monies in certain towns, and the heat sore oppressed him; so he"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"sat beneath a tree and, putting his hand into his saddle bags,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,took thence some broken bread and dry dates and began to break
THOUSAND NIGHTS AND A NIGHT ,Fantasy,his fast. When he had ended eating the dates he threw away the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"stones with force and lo! an Ifrit appeared, huge of stature and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"brandishing a drawn sword, wherewith he approached the mer chant"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and said, Stand up that I may slay thee, even as thou slewest my"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"son! Asked the merchant, How have I slain thy son? and he"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"answered, When thou atest dates and threwest away the stones"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"they struck my son full in the breast as he was walking by, so"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"that he died forthwith.[FN#40] Quoth the merchant, Verily from"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Allah we proceeded and unto Allah are we re turning. There is no
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Majesty, and there is no Might save in Allah, the Glorious, the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Great! If I slew thy son, I slew him by chance medley. I pray"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"thee now pardon me. Rejoined the Jinni, There is no help but I"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"must slay thee. Then he seized him and dragged him along and,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"casting him to the earth, raised the sword to strike him;"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"whereupon the merchant wept, and said, I commit my case to"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Allah, and began repeating these couplets:--"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Containeth Time a twain of days, this of blessing that of bane *"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"     And holdeth Life a twain of halves, this of pleasure that of"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     pain.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"See'st not when blows the hurricane, sweeping stark and striking"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     strong * None save the forest giant feels the suffering of
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     the strain?
THOUSAND NIGHTS AND A NIGHT ,Fantasy,How many trees earth nourisheth of the dry and of the green *
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     Yet none but those which bear the fruits for cast of stone
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     complain.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,See'st not how corpses rise and float on the surface of the tide
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     * While pearls o'price lie hidden in the deepest of the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     main!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,In Heaven are unnumbered the many of the stars * Yet ne'er a star
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     but Sun and Moon by eclipse is overta'en.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Well judgedst thou the days that saw thy faring sound and well *
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     And countedst not the pangs and pain whereof Fate is ever
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     fain.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,The nights have kept thee safe and the safety brought thee pride
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     * But bliss and blessings of the night are 'genderers of
THOUSAND NIGHTS AND A NIGHT ,Fantasy,     bane!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,When the merchant ceased repeating his verses the Jinni said to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"him, Cut thy words short, by Allah! needs must I slay thee. But"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the merchant spake him thus, Know, O thou Ifrit, that I have"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,debts due to me and much wealth and children and a wife and many
THOUSAND NIGHTS AND A NIGHT ,Fantasy,pledges in hand; so permit me to go home and dis charge to every
THOUSAND NIGHTS AND A NIGHT ,Fantasy,claimant his claim; and I will come back to thee at the head of
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the new year. Allah be my testimony and surety that I will return
THOUSAND NIGHTS AND A NIGHT ,Fantasy,to thee; and then thou mayest do with me as thou wilt and Allah
THOUSAND NIGHTS AND A NIGHT ,Fantasy,is witness to what I say. The Jinni took sure promise of him and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,let him go; so he returned to his own city and transacted his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,business and rendered to all men their dues and after informing
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"his wife and children of what had betided him, he appointed a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"guardian and dwelt with them for a full year. Then he arose, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,made the Wuzu ablution to purify himself before death and took
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"his shroud under his arm and bade farewell to his people, his"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"neighbours and all his kith and kin, and went forth despite his"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,own nose.[FN#41] They then began weeping and wailing and beating
THOUSAND NIGHTS AND A NIGHT ,Fantasy,their breasts over him; but he travelled until he arrived at the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"same garden, and the day of his arrival was the head of the New"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Year. As he sat weeping over what had befallen him, behold, a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Shaykh,[FN#42] a very ancient man, drew near leading a chained"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,gazelle; and he saluted that merchant and wishing him long life
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"said, What is the cause of thy sitting in this place and thou"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,alone and this be a resort of evil spirits? The merchant related
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"to him what had come to pass with the Ifrit, and the old man, the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"owner of the gazelle, wondered and said, By Allah, O brother,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,thy faith is none other than exceeding faith and thy story right
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"strange; were it graven with gravers on the eye corners, it were"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,a warner to whoso would be warned. Then seating himself near the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"merchant he said, By Allah, O my brother, I will not leave thee"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,until I see what may come to pass with thee and this Ifrit. And
THOUSAND NIGHTS AND A NIGHT ,Fantasy,presently as he sat and the two were at talk the merchant began
THOUSAND NIGHTS AND A NIGHT ,Fantasy,to feel fear and terror and exceeding grief and sorrow beyond
THOUSAND NIGHTS AND A NIGHT ,Fantasy,relief and ever growing care and extreme despair. And the owner
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"of the gazelle was hard by his side; when behold, a second Shaykh"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"approached them, and with him were two dogs both of greyhound"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,breed and both black. The second old man after saluting them with
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the salam, also asked them of their tidings and said What"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"causeth you to sit in this place, a dwelling of the Jann?[FN#43]"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"So they told him the tale from beginning to end, and their stay"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"there had not lasted long before there came up a third Shaykh,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and with him a she mule of bright bay coat; and he saluted them
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and asked them why they were seated in that place. So they told
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"him the story from first to last: and of no avail, O my master,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"is a twice told tale! There he sat down with them, and lo! a dust"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,cloud advanced and a mighty send devil appeared amidmost of the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"waste. Presently the cloud opened and behold, within it was that"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Jinni hending in hand a drawn sword, while his eyes were shooting"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"fire sparks of rage. He came up to them and, haling away the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"merchant from among them, cried to him, Arise that I may slay"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"thee, as thou slewest my son, the life stuff of my liver.[FN#44]"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"The merchant wailed and wept, and the three old men began sighing"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and crying and weeping and wailing with their companion.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Presently the first old man (the owner of the gazelle) came out
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"from among them and kissed the hand of the Ifrit and said, O"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Jinni, thou Crown of the Kings of the Jann! were I to tell thee"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the story of me and this gazelle and thou shouldst consider it
THOUSAND NIGHTS AND A NIGHT ,Fantasy,wondrous wouldst thou give me a third part of this merchant's
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"blood? Then quoth the Jinni Even so, O Shaykh ! if thou tell me"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"this tale, and I hold it a marvellous, then will I give thee a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,third of his blood. Thereupon the old man began to tell
THOUSAND NIGHTS AND A NIGHT ,Fantasy,The First Shaykh's Story.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Know O Jinni! that this gazelle is the daughter of my paternal
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"uncle, my own flesh and blood, and I married her when she was a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"young maid, and I lived with her well nigh thirty years, yet was"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,I not blessed with issue by her. So I took me a concubine[FN#45]
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"who brought to me the boon of a male child fair as the full moon,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"with eyes of lovely shine and eyebrows which formed one line, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,limbs of perfect design. Little by little he grew in stature and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"waxed tall; and when he was a lad fifteen years old, it became"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,needful I should journey to certain cities and I travelled with
THOUSAND NIGHTS AND A NIGHT ,Fantasy,great store of goods. But the daughter of my uncle (this gazelle)
THOUSAND NIGHTS AND A NIGHT ,Fantasy,had learned gramarye and egromancy and clerkly craft[FN#46] from
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"her childhood; so she bewitched that son of mine to a calf, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"my handmaid (his mother) to a heifer, and made them over to the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,herdsman's care. Now when I returned after a long time from my
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"journey and asked for my son and his mother, she answered me,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"saying Thy slave girl is dead, and thy son hath fled and I know"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,not whither he is sped. So I remained for a whole year with
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"grieving heart, and streaming eyes until the time came for the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,Great Festival of Allah.[FN#47] Then sent I to my herdsman bidding
THOUSAND NIGHTS AND A NIGHT ,Fantasy,him choose for me a fat heifer; and he brought me one which
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"was the damsel, my handmaid, whom this gazelle had ensorcelled. I"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"tucked up my sleeves and skirt and, taking a knife, proceeded to"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"cut her throat, but she lowed aloud and wept bitter tears."
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Thereat I marvelled and pity seized me and I held my hand, saying"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"to the herd, Bring me other than this. Then cried my cousin,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Slay her, for I have not a fatter nor a fairer! Once more I"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"went forward to sacrifice her, but she again lowed aloud upon"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,which in ruth I refrained and commanded the herdsman to slay her
THOUSAND NIGHTS AND A NIGHT ,Fantasy,and flay her. He killed her and skinned her but found in her
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"neither fat nor flesh, only hide and bone; and I repented when"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,penitence availed me naught. I gave her to the herdsman and said
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"to him, Fetch me a fat calf; so he brought my son ensorcelled."
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"When the calf saw me, he brake his tether and ran to me, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,fawned upon me and wailed and shed tears; so that I took pity on
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"him and said to the herdsman, Bring me a heifer and let this"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"calf go! Thereupon my cousin (this gazelle) called aloud at me,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"saying, Needs must thou kill this calf; this is a holy day and a"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"blessed, whereon naught is slain save what be perfect pure; and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,we have not amongst our calves any fatter or fairer than this!
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Quoth I, Look thou upon the condition of the heifer which I"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,slaughtered at thy bidding and how we turn from her in
THOUSAND NIGHTS AND A NIGHT ,Fantasy,disappointment and she profited us on no wise; and I repent with
THOUSAND NIGHTS AND A NIGHT ,Fantasy,an exceeding repentance of having killed her: so this time I will
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"not obey thy bidding for the sacrifice of this calf. Quoth she,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"By Allah the Most Great, the Compassionating, the Compassionate!"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"there is no help for it; thou must kill him on this holy day, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,if thou kill him not to me thou art no man and I to thee am no
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"wife. Now when I heard those hard words, not knowing her object"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"I went up to the calf, knife in hand--And Shahrazad perceived the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,dawn of day and ceased to say her permitted say.[FN#48] Then
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"quoth her sister to her, How fair is thy tale, and how grateful,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and how sweet and how tasteful! And Shahrazad answered her,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"What is this to that I could tell thee on the coming night, were"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,I to live and the King would spare me? Then said the King in
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"himself, By Allah, I will not slay her, until I shall have heard"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the rest of her tale. So they slept the rest of that night in
THOUSAND NIGHTS AND A NIGHT ,Fantasy,mutual em brace till day fully brake. Then the King went forth to
THOUSAND NIGHTS AND A NIGHT ,Fantasy,his audience hall[FN#49] and the Wazir went up with his
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"daughter's shroud under his arm. The King issued his orders, and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"promoted this and deposed that, until the end of the day; and he"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,told the Wazir no whit of what had happened. But the Minister
THOUSAND NIGHTS AND A NIGHT ,Fantasy,wondered thereat with exceeding wonder; and when the Court broke
THOUSAND NIGHTS AND A NIGHT ,Fantasy,up King Shahryar entered his palace.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"                 When it was the Second Night,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"said Dunyazad to her sister Shahrazad, O my sister, finish for"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,us that story of the Merchant and the Jinni; and she answered
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"With joy and goodly gree, if the King permit me. Then quoth the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"King, Tell thy tale; and Shahrazad began in these words: It"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"hath reached me, O auspicious King and Heaven directed Ruler!"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,that when the merchant purposed the sacrifice of the calf but saw
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"it weeping, his heart relented and he said to the herdsman, Keep"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,the calf among my cattle. All this the old Shaykh told the Jinni
THOUSAND NIGHTS AND A NIGHT ,Fantasy,who marvelled much at these strange words. Then the owner of the
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"gazelle continued:--O Lord of the Kings of the Jann, this much"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"took place and my uncle's daughter, this gazelle, looked on and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"saw it, and said, Butcher me this calf, for surely it is a fat"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,one; but I bade the herdsman take it away and he took it and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,turned his face homewards. On the next day as I was sitting in my
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"own house, lo! the herdsman came and, standing before me said, O"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"my master, I will tell thee a thing which shall gladden thy soul,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and shall gain me the gift of good tidings.[FN#50] I answered,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"Even so. Then said he, O merchant, I have a daughter, and she"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,learned magic in her childhood from an old woman who lived with
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"us. Yesterday when thou gavest me the calf, I went into the house"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"to her, and she looked upon it and veiled her face; then she wept"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and laughed alternately and at last she said:--O my father, hath"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,mine honour become so cheap to thee that thou bringest in to me
THOUSAND NIGHTS AND A NIGHT ,Fantasy,strange men? I asked her:--Where be these strange men and why
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"wast thou laughing, and crying?; and she answered, Of a truth"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"this calf which is with thee is the son of our master, the"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,merchant; but he is ensorcelled by his stepdame who bewitched
THOUSAND NIGHTS AND A NIGHT ,Fantasy,both him and his mother: such is the cause of my laughing; now
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"the reason of his weeping is his mother, for that his father slew"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,her unawares. Then I marvelled at this with exceeding marvel and
THOUSAND NIGHTS AND A NIGHT ,Fantasy,hardly made sure that day had dawned before I came to tell thee.
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"When I heard, O Jinni, my herdsman's words, I went out with him,"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"and I was drunken without wine, from the excess of joy and"
THOUSAND NIGHTS AND A NIGHT ,Fantasy,"gladness which came upon me, until I reached his house. There his"
